uf_code,uf_name,mesoregion_code,mesoregion_name,microregion_code,microregion_name,city_code,city_complete_code,city_name
22,PI,3,Sudoeste Piauiense,12,Chapadas do Extremo Sul Piauiense,5524,2205524,JÚLIO BORGES
22,PI,3,Sudoeste Piauiense,11,São Raimundo Nonato,5532,2205532,JUREMA
22,PI,2,Centro-Norte Piauiense,3,Teresina,5557,2205557,LAGOA ALEGRE
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,5573,2205573,LAGOA DE SÃO FRANCISCO
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,5565,2205565,LAGOA DO BARRO DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,3,Teresina,5581,2205581,LAGOA DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,5599,2205599,LAGOA DO SÍTIO
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,5540,2205540,LAGOINHA DO PIAUÍ
22,PI,3,Sudoeste Piauiense,8,Bertolínia,5607,2205607,LANDRI SALES
22,PI,1,Norte Piauiense,2,Litoral Piauiense,5706,2205706,LUÍS CORREIA
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,5805,2205805,LUZILÂNDIA
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,5854,2205854,MADEIRO
22,PI,3,Sudoeste Piauiense,8,Bertolínia,5904,2205904,MANOEL EMÍDIO
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,5953,2205953,MARCOLÂNDIA
22,PI,3,Sudoeste Piauiense,8,Bertolínia,6001,2206001,MARCOS PARENTE
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,6050,2206050,MASSAPÊ DO PIAUÍ
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,6100,2206100,MATIAS OLÍMPIO
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,6209,2206209,MIGUEL ALVES
22,PI,2,Centro-Norte Piauiense,3,Teresina,6308,2206308,MIGUEL LEÃO
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,6357,2206357,MILTON BRANDÃO
22,PI,2,Centro-Norte Piauiense,3,Teresina,6407,2206407,MONSENHOR GIL
22,PI,4,Sudeste Piauiense,14,Pio IX,6506,2206506,MONSENHOR HIPÓLITO
22,PI,3,Sudoeste Piauiense,10,Alto Médio Gurguéia,6605,2206605,MONTE ALEGRE DO PIAUÍ
22,PI,3,Sudoeste Piauiense,12,Chapadas do Extremo Sul Piauiense,6654,2206654,MORRO CABEÇA NO TEMPO
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,6670,2206670,MORRO DO CHAPÉU DO PIAUÍ
22,PI,1,Norte Piauiense,2,Litoral Piauiense,6696,2206696,MURICI DOS PORTELAS
22,PI,3,Sudoeste Piauiense,9,Floriano,6704,2206704,NAZARÉ DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,3,Teresina,6720,2206720,NAZÁRIA
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,6753,2206753,NOSSA SENHORA DE NAZARÉ
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,6803,2206803,NOSSA SENHORA DOS REMÉDIOS
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,7959,2207959,NOVA SANTA RITA
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,6902,2206902,NOVO ORIENTE DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,6951,2206951,NOVO SANTO ANTÔNIO
22,PI,4,Sudeste Piauiense,13,Picos,7009,2207009,OEIRAS
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,7108,2207108,OLHO D'ÁGUA DO PIAUÍ
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,7207,2207207,PADRE MARCOS
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,7306,2207306,PAES LANDIM
22,PI,3,Sudoeste Piauiense,11,São Raimundo Nonato,7355,2207355,PAJEÚ DO PIAUÍ
22,PI,3,Sudoeste Piauiense,10,Alto Médio Gurguéia,7405,2207405,PALMEIRA DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,7504,2207504,PALMEIRAIS
22,PI,4,Sudeste Piauiense,13,Picos,7553,2207553,PAQUETÁ
22,PI,3,Sudoeste Piauiense,12,Chapadas do Extremo Sul Piauiense,7603,2207603,PARNAGUÁ
22,PI,1,Norte Piauiense,2,Litoral Piauiense,7702,2207702,PARNAÍBA
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,7751,2207751,PASSAGEM FRANCA DO PIAUÍ
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,7777,2207777,PATOS DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,3,Teresina,7793,2207793,PAU D'ARCO DO PIAUÍ
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,7801,2207801,PAULISTANA
22,PI,3,Sudoeste Piauiense,9,Floriano,7850,2207850,PAVUSSU
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,7900,2207900,PEDRO II
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,7934,2207934,PEDRO LAURENTINO
22,PI,4,Sudeste Piauiense,13,Picos,8007,2208007,PICOS
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,8106,2208106,PIMENTEIRAS
22,PI,4,Sudeste Piauiense,14,Pio IX,8205,2208205,PIO IX
22,PI,1,Norte Piauiense,2,Litoral Piauiense,8304,2208304,PIRACURUCA
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,8403,2208403,PIRIPIRI
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,8502,2208502,PORTO
22,PI,3,Sudoeste Piauiense,8,Bertolínia,8551,2208551,PORTO ALEGRE DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,8601,2208601,PRATA DO PIAUÍ
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,8650,2208650,QUEIMADA NOVA
22,PI,3,Sudoeste Piauiense,10,Alto Médio Gurguéia,8700,2208700,REDENÇÃO DO GURGUÉIA
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,8809,2208809,REGENERAÇÃO
22,PI,3,Sudoeste Piauiense,12,Chapadas do Extremo Sul Piauiense,8858,2208858,RIACHO FRIO
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,8874,2208874,RIBEIRA DO PIAUÍ
22,PI,3,Sudoeste Piauiense,7,Alto Parnaíba Piauiense,8908,2208908,RIBEIRO GONÇALVES
22,PI,3,Sudoeste Piauiense,9,Floriano,9005,2209005,RIO GRANDE DO PIAUÍ
22,PI,4,Sudeste Piauiense,13,Picos,9104,2209104,SANTA CRUZ DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,9153,2209153,SANTA CRUZ DOS MILAGRES
22,PI,3,Sudoeste Piauiense,7,Alto Parnaíba Piauiense,9203,2209203,SANTA FILOMENA
22,PI,3,Sudoeste Piauiense,10,Alto Médio Gurguéia,9302,2209302,SANTA LUZ
22,PI,4,Sudeste Piauiense,13,Picos,9377,2209377,SANTA ROSA DO PIAUÍ
22,PI,4,Sudeste Piauiense,13,Picos,9351,2209351,SANTANA DO PIAUÍ
22,PI,4,Sudeste Piauiense,14,Pio IX,9401,2209401,SANTO ANTÔNIO DE LISBOA
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,9450,2209450,SANTO ANTÔNIO DOS MILAGRES
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,9500,2209500,SANTO INÁCIO DO PIAUÍ
22,PI,3,Sudoeste Piauiense,11,São Raimundo Nonato,9559,2209559,SÃO BRAZ DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,9609,2209609,SÃO FÉLIX DO PIAUÍ
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,9658,2209658,SÃO FRANCISCO DE ASSIS DO PIAUÍ
22,PI,3,Sudoeste Piauiense,9,Floriano,9708,2209708,SÃO FRANCISCO DO PIAUÍ
22,PI,3,Sudoeste Piauiense,10,Alto Médio Gurguéia,9757,2209757,SÃO GONÇALO DO GURGUÉIA
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,9807,2209807,SÃO GONÇALO DO PIAUÍ
22,PI,4,Sudeste Piauiense,13,Picos,9856,2209856,SÃO JOÃO DA CANABRAVA
22,PI,1,Norte Piauiense,2,Litoral Piauiense,9872,2209872,SÃO JOÃO DA FRONTEIRA
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,9906,2209906,SÃO JOÃO DA SERRA
22,PI,4,Sudeste Piauiense,13,Picos,9955,2209955,SÃO JOÃO DA VARJOTA
22,PI,1,Norte Piauiense,1,Baixo Parnaíba Piauiense,9971,2209971,SÃO JOÃO DO ARRAIAL
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,10003,2210003,SÃO JOÃO DO PIAUÍ
22,PI,1,Norte Piauiense,2,Litoral Piauiense,10052,2210052,SÃO JOSÉ DO DIVINO
22,PI,3,Sudoeste Piauiense,9,Floriano,10102,2210102,SÃO JOSÉ DO PEIXE
22,PI,4,Sudeste Piauiense,13,Picos,10201,2210201,SÃO JOSÉ DO PIAUÍ
22,PI,4,Sudeste Piauiense,14,Pio IX,10300,2210300,SÃO JULIÃO
22,PI,3,Sudoeste Piauiense,11,São Raimundo Nonato,10359,2210359,SÃO LOURENÇO DO PIAUÍ
22,PI,4,Sudeste Piauiense,13,Picos,10375,2210375,SÃO LUIS DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,10383,2210383,SÃO MIGUEL DA BAIXA GRANDE
22,PI,3,Sudoeste Piauiense,9,Floriano,10391,2210391,SÃO MIGUEL DO FIDALGO
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,10409,2210409,SÃO MIGUEL DO TAPUIO
22,PI,2,Centro-Norte Piauiense,5,Médio Parnaíba Piauiense,10508,2210508,SÃO PEDRO DO PIAUÍ
22,PI,3,Sudoeste Piauiense,11,São Raimundo Nonato,10607,2210607,SÃO RAIMUNDO NONATO
22,PI,3,Sudoeste Piauiense,12,Chapadas do Extremo Sul Piauiense,10623,2210623,SEBASTIÃO BARROS
22,PI,3,Sudoeste Piauiense,8,Bertolínia,10631,2210631,SEBASTIÃO LEAL
22,PI,2,Centro-Norte Piauiense,4,Campo Maior,10656,2210656,SIGEFREDO PACHECO
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,10706,2210706,SIMÕES
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,10805,2210805,SIMPLÍCIO MENDES
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,10904,2210904,SOCORRO DO PIAUÍ
22,PI,4,Sudeste Piauiense,13,Picos,10938,2210938,SUSSUAPARA
22,PI,3,Sudoeste Piauiense,11,São Raimundo Nonato,10953,2210953,TAMBORIL DO PIAUÍ
22,PI,4,Sudeste Piauiense,13,Picos,10979,2210979,TANQUE DO PIAUÍ
22,PI,2,Centro-Norte Piauiense,3,Teresina,11001,2211001,TERESINA
22,PI,2,Centro-Norte Piauiense,3,Teresina,11100,2211100,UNIÃO
22,PI,3,Sudoeste Piauiense,7,Alto Parnaíba Piauiense,11209,2211209,URUÇUÍ
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,11308,2211308,VALENÇA DO PIAUÍ
22,PI,3,Sudoeste Piauiense,11,São Raimundo Nonato,11357,2211357,VÁRZEA BRANCA
22,PI,2,Centro-Norte Piauiense,6,Valença do Piauí,11407,2211407,VÁRZEA GRANDE
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,11506,2211506,VERA MENDES
22,PI,4,Sudeste Piauiense,15,Alto Médio Canindé,11605,2211605,VILA NOVA DO PIAUÍ
22,PI,4,Sudeste Piauiense,13,Picos,11704,2211704,WALL FERRAZ
23,CE,7,Sul Cearense,33,Brejo Santo,101,2300101,ABAIARA
23,CE,2,Norte Cearense,13,Baturité,150,2300150,ACARAPE
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,200,2300200,ACARAÚ
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,309,2300309,ACOPIARA
23,CE,4,Sertões Cearenses,20,Sertão de Inhamuns,408,2300408,AIUABA
23,CE,1,Noroeste Cearense,4,Meruoca,507,2300507,ALCÂNTARAS
23,CE,7,Sul Cearense,30,Caririaçu,606,2300606,ALTANEIRA
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,705,2300705,ALTO SANTO
23,CE,2,Norte Cearense,8,Itapipoca,754,2300754,AMONTADA
23,CE,6,Centro-Sul Cearense,27,Várzea Alegre,804,2300804,ANTONINA DO NORTE
23,CE,2,Norte Cearense,11,Médio Curu,903,2300903,APUIARÉS
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,1000,2301000,AQUIRAZ
23,CE,5,Jaguaribe,22,Litoral de Aracati,1109,2301109,ARACATI
23,CE,2,Norte Cearense,13,Baturité,1208,2301208,ARACOIABA
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,1257,2301257,ARARENDÁ
23,CE,7,Sul Cearense,29,Chapada do Araripe,1307,2301307,ARARIPE
23,CE,2,Norte Cearense,13,Baturité,1406,2301406,ARATUBA
23,CE,4,Sertões Cearenses,20,Sertão de Inhamuns,1505,2301505,ARNEIROZ
23,CE,7,Sul Cearense,29,Chapada do Araripe,1604,2301604,ASSARÉ
23,CE,7,Sul Cearense,31,Barro,1703,2301703,AURORA
23,CE,6,Centro-Sul Cearense,28,Lavras da Mangabeira,1802,2301802,BAIXIO
23,CE,4,Sertões Cearenses,19,Sertão de Quixeramobim,1851,2301851,BANABUIÚ
23,CE,7,Sul Cearense,32,Cariri,1901,2301901,BARBALHA
23,CE,2,Norte Cearense,14,Chorozinho,1950,2301950,BARREIRA
23,CE,7,Sul Cearense,31,Barro,2008,2302008,BARRO
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,2057,2302057,BARROQUINHA
23,CE,2,Norte Cearense,13,Baturité,2107,2302107,BATURITÉ
23,CE,2,Norte Cearense,15,Cascavel,2206,2302206,BEBERIBE
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,2305,2302305,BELA CRUZ
23,CE,4,Sertões Cearenses,19,Sertão de Quixeramobim,2404,2302404,BOA VIAGEM
23,CE,7,Sul Cearense,33,Brejo Santo,2503,2302503,BREJO SANTO
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,2602,2302602,CAMOCIM
23,CE,7,Sul Cearense,29,Chapada do Araripe,2701,2302701,CAMPOS SALES
23,CE,2,Norte Cearense,12,Canindé,2800,2302800,CANINDÉ
23,CE,2,Norte Cearense,13,Baturité,2909,2302909,CAPISTRANO
23,CE,2,Norte Cearense,12,Canindé,3006,2303006,CARIDADE
23,CE,1,Noroeste Cearense,5,Sobral,3105,2303105,CARIRÉ
23,CE,7,Sul Cearense,30,Caririaçu,3204,2303204,CARIRIAÇU
23,CE,6,Centro-Sul Cearense,27,Várzea Alegre,3303,2303303,CARIÚS
23,CE,1,Noroeste Cearense,2,Ibiapaba,3402,2303402,CARNAUBAL
23,CE,2,Norte Cearense,15,Cascavel,3501,2303501,CASCAVEL
23,CE,4,Sertões Cearenses,20,Sertão de Inhamuns,3600,2303600,CATARINA
23,CE,1,Noroeste Cearense,7,Santa Quitéria,3659,2303659,CATUNDA
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,3709,2303709,CAUCAIA
23,CE,6,Centro-Sul Cearense,26,Iguatu,3808,2303808,CEDRO
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,3907,2303907,CHAVAL
23,CE,4,Sertões Cearenses,19,Sertão de Quixeramobim,3931,2303931,CHORÓ
23,CE,2,Norte Cearense,14,Chorozinho,3956,2303956,CHOROZINHO
23,CE,1,Noroeste Cearense,3,Coreaú,4004,2304004,COREAÚ
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,4103,2304103,CRATEÚS
23,CE,7,Sul Cearense,32,Cariri,4202,2304202,CRATO
23,CE,1,Noroeste Cearense,2,Ibiapaba,4236,2304236,CROATÁ
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,4251,2304251,CRUZ
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,4269,2304269,DEPUTADO IRAPUAN PINHEIRO
23,CE,5,Jaguaribe,25,Serra do Pereiro,4277,2304277,ERERÊ
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,4285,2304285,EUSÉBIO
23,CE,7,Sul Cearense,30,Caririaçu,4301,2304301,FARIAS BRITO
23,CE,1,Noroeste Cearense,5,Sobral,4350,2304350,FORQUILHA
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,4400,2304400,FORTALEZA
23,CE,5,Jaguaribe,22,Litoral de Aracati,4459,2304459,FORTIM
23,CE,1,Noroeste Cearense,3,Coreaú,4509,2304509,FRECHEIRINHA
23,CE,2,Norte Cearense,11,Médio Curu,4608,2304608,GENERAL SAMPAIO
23,CE,1,Noroeste Cearense,5,Sobral,4657,2304657,GRAÇA
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,4707,2304707,GRANJA
23,CE,7,Sul Cearense,30,Caririaçu,4806,2304806,GRANJEIRO
23,CE,1,Noroeste Cearense,5,Sobral,4905,2304905,GROAÍRAS
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,4954,2304954,GUAIÚBA
23,CE,1,Noroeste Cearense,2,Ibiapaba,5001,2305001,GUARACIABA DO NORTE
23,CE,2,Norte Cearense,13,Baturité,5100,2305100,GUARAMIRANGA
23,CE,1,Noroeste Cearense,7,Santa Quitéria,5209,2305209,HIDROLÂNDIA
23,CE,3,Metropolitana de Fortaleza,17,Pacajus,5233,2305233,HORIZONTE
23,CE,4,Sertões Cearenses,19,Sertão de Quixeramobim,5266,2305266,IBARETAMA
23,CE,1,Noroeste Cearense,2,Ibiapaba,5308,2305308,IBIAPINA
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,5332,2305332,IBICUITINGA
23,CE,5,Jaguaribe,22,Litoral de Aracati,5357,2305357,ICAPUÍ
23,CE,6,Centro-Sul Cearense,26,Iguatu,5407,2305407,ICÓ
23,CE,6,Centro-Sul Cearense,26,Iguatu,5506,2305506,IGUATU
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,5605,2305605,INDEPENDÊNCIA
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,5654,2305654,IPAPORANGA
23,CE,6,Centro-Sul Cearense,28,Lavras da Mangabeira,5704,2305704,IPAUMIRIM
23,CE,1,Noroeste Cearense,6,Ipu,5803,2305803,IPU
23,CE,1,Noroeste Cearense,6,Ipu,5902,2305902,IPUEIRAS
23,CE,5,Jaguaribe,25,Serra do Pereiro,6009,2306009,IRACEMA
23,CE,1,Noroeste Cearense,5,Sobral,6108,2306108,IRAUÇUBA
23,CE,5,Jaguaribe,22,Litoral de Aracati,6207,2306207,ITAIÇABA
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,6256,2306256,ITAITINGA
23,CE,2,Norte Cearense,10,Uruburetama,6306,2306306,ITAPAJÉ
23,CE,2,Norte Cearense,8,Itapipoca,6405,2306405,ITAPIPOCA
23,CE,2,Norte Cearense,13,Baturité,6504,2306504,ITAPIÚNA
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,6553,2306553,ITAREMA
23,CE,2,Norte Cearense,12,Canindé,6603,2306603,ITATIRA
23,CE,5,Jaguaribe,24,Médio Jaguaribe,6702,2306702,JAGUARETAMA
23,CE,5,Jaguaribe,24,Médio Jaguaribe,6801,2306801,JAGUARIBARA
23,CE,5,Jaguaribe,24,Médio Jaguaribe,6900,2306900,JAGUARIBE
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,7007,2307007,JAGUARUANA
23,CE,7,Sul Cearense,32,Cariri,7106,2307106,JARDIM
23,CE,7,Sul Cearense,33,Brejo Santo,7205,2307205,JATI
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,7254,2307254,JIJOCA DE JERICOACOARA
23,CE,7,Sul Cearense,32,Cariri,7304,2307304,JUAZEIRO DO NORTE
23,CE,6,Centro-Sul Cearense,27,Várzea Alegre,7403,2307403,JUCÁS
23,CE,6,Centro-Sul Cearense,28,Lavras da Mangabeira,7502,2307502,LAVRAS DA MANGABEIRA
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,7601,2307601,LIMOEIRO DO NORTE
23,CE,4,Sertões Cearenses,19,Sertão de Quixeramobim,7635,2307635,MADALENA
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,7650,2307650,MARACANAÚ
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,7700,2307700,MARANGUAPE
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,7809,2307809,MARCO
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,7908,2307908,MARTINÓPOLE
23,CE,1,Noroeste Cearense,5,Sobral,8005,2308005,MASSAPÊ
23,CE,7,Sul Cearense,31,Barro,8104,2308104,MAURITI
23,CE,1,Noroeste Cearense,4,Meruoca,8203,2308203,MERUOCA
23,CE,7,Sul Cearense,33,Brejo Santo,8302,2308302,MILAGRES
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,8351,2308351,MILHÃ
23,CE,1,Noroeste Cearense,5,Sobral,8377,2308377,MIRAÍMA
23,CE,7,Sul Cearense,32,Cariri,8401,2308401,MISSÃO VELHA
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,8500,2308500,MOMBAÇA
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,8609,2308609,MONSENHOR TABOSA
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,8708,2308708,MORADA NOVA
23,CE,1,Noroeste Cearense,3,Coreaú,8807,2308807,MORAÚJO
23,CE,1,Noroeste Cearense,1,Litoral de Camocim e Acaraú,8906,2308906,MORRINHOS
23,CE,1,Noroeste Cearense,5,Sobral,9003,2309003,MUCAMBO
23,CE,2,Norte Cearense,13,Baturité,9102,2309102,MULUNGU
23,CE,7,Sul Cearense,32,Cariri,9201,2309201,NOVA OLINDA
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,9300,2309300,NOVA RUSSAS
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,9409,2309409,NOVO ORIENTE
23,CE,2,Norte Cearense,14,Chorozinho,9458,2309458,OCARA
23,CE,6,Centro-Sul Cearense,26,Iguatu,9508,2309508,ORÓS
23,CE,3,Metropolitana de Fortaleza,17,Pacajus,9607,2309607,PACAJUS
23,CE,3,Metropolitana de Fortaleza,16,Fortaleza,9706,2309706,PACATUBA
23,CE,2,Norte Cearense,13,Baturité,9805,2309805,PACOTI
23,CE,1,Noroeste Cearense,5,Sobral,9904,2309904,PACUJÁ
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,10001,2310001,PALHANO
23,CE,2,Norte Cearense,13,Baturité,10100,2310100,PALMÁCIA
23,CE,2,Norte Cearense,9,Baixo Curu,10209,2310209,PARACURU
23,CE,2,Norte Cearense,9,Baixo Curu,10258,2310258,PARAIPABA
23,CE,4,Sertões Cearenses,20,Sertão de Inhamuns,10308,2310308,PARAMBU
23,CE,2,Norte Cearense,12,Canindé,10407,2310407,PARAMOTI
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,10506,2310506,PEDRA BRANCA
23,CE,7,Sul Cearense,33,Brejo Santo,10605,2310605,PENAFORTE
23,CE,2,Norte Cearense,11,Médio Curu,10704,2310704,PENTECOSTE
23,CE,5,Jaguaribe,25,Serra do Pereiro,10803,2310803,PEREIRO
23,CE,2,Norte Cearense,15,Cascavel,10852,2310852,PINDORETAMA
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,10902,2310902,PIQUET CARNEIRO
23,CE,1,Noroeste Cearense,6,Ipu,10951,2310951,PIRES FERREIRA
23,CE,1,Noroeste Cearense,6,Ipu,11009,2311009,PORANGA
23,CE,7,Sul Cearense,32,Cariri,11108,2311108,PORTEIRAS
23,CE,7,Sul Cearense,29,Chapada do Araripe,11207,2311207,POTENGI
23,CE,5,Jaguaribe,25,Serra do Pereiro,11231,2311231,POTIRETAMA
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,11264,2311264,QUITERIANÓPOLIS
23,CE,4,Sertões Cearenses,19,Sertão de Quixeramobim,11306,2311306,QUIXADÁ
23,CE,6,Centro-Sul Cearense,26,Iguatu,11355,2311355,QUIXELÔ
23,CE,4,Sertões Cearenses,19,Sertão de Quixeramobim,11405,2311405,QUIXERAMOBIM
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,11504,2311504,QUIXERÉ
23,CE,2,Norte Cearense,13,Baturité,11603,2311603,REDENÇÃO
23,CE,1,Noroeste Cearense,6,Ipu,11702,2311702,RERIUTABA
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,11801,2311801,RUSSAS
23,CE,4,Sertões Cearenses,20,Sertão de Inhamuns,11900,2311900,SABOEIRO
23,CE,7,Sul Cearense,29,Chapada do Araripe,11959,2311959,SALITRE
23,CE,1,Noroeste Cearense,7,Santa Quitéria,12205,2312205,SANTA QUITÉRIA
23,CE,1,Noroeste Cearense,5,Sobral,12007,2312007,SANTANA DO ACARAÚ
23,CE,7,Sul Cearense,32,Cariri,12106,2312106,SANTANA DO CARIRI
23,CE,1,Noroeste Cearense,2,Ibiapaba,12304,2312304,SÃO BENEDITO
23,CE,2,Norte Cearense,9,Baixo Curu,12403,2312403,SÃO GONÇALO DO AMARANTE
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,12502,2312502,SÃO JOÃO DO JAGUARIBE
23,CE,2,Norte Cearense,11,Médio Curu,12601,2312601,SÃO LUÍS DO CURU
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,12700,2312700,SENADOR POMPEU
23,CE,1,Noroeste Cearense,5,Sobral,12809,2312809,SENADOR SÁ
23,CE,1,Noroeste Cearense,5,Sobral,12908,2312908,SOBRAL
23,CE,4,Sertões Cearenses,21,Sertão de Senador Pompeu,13005,2313005,SOLONÓPOLE
23,CE,5,Jaguaribe,23,Baixo Jaguaribe,13104,2313104,TABULEIRO DO NORTE
23,CE,4,Sertões Cearenses,18,Sertão de Cratéus,13203,2313203,TAMBORIL
23,CE,6,Centro-Sul Cearense,27,Várzea Alegre,13252,2313252,TARRAFAS
23,CE,4,Sertões Cearenses,20,Sertão de Inhamuns,13302,2313302,TAUÁ
23,CE,2,Norte Cearense,11,Médio Curu,13351,2313351,TEJUÇUOCA
23,CE,1,Noroeste Cearense,2,Ibiapaba,13401,2313401,TIANGUÁ
23,CE,2,Norte Cearense,8,Itapipoca,13500,2313500,TRAIRI
23,CE,2,Norte Cearense,10,Uruburetama,13559,2313559,TURURU
23,CE,1,Noroeste Cearense,2,Ibiapaba,13609,2313609,UBAJARA
23,CE,6,Centro-Sul Cearense,28,Lavras da Mangabeira,13708,2313708,UMARI
23,CE,2,Norte Cearense,10,Uruburetama,13757,2313757,UMIRIM
23,CE,2,Norte Cearense,10,Uruburetama,13807,2313807,URUBURETAMA
23,CE,1,Noroeste Cearense,3,Coreaú,13906,2313906,URUOCA
23,CE,1,Noroeste Cearense,6,Ipu,13955,2313955,VARJOTA
23,CE,6,Centro-Sul Cearense,27,Várzea Alegre,14003,2314003,VÁRZEA ALEGRE
23,CE,1,Noroeste Cearense,2,Ibiapaba,14102,2314102,VIÇOSA DO CEARÁ
24,RN,2,Central Potiguar,12,Seridó Oriental,109,2400109,ACARI
