CodigoInt;Codigo;Cnae;CodSecao;Secao;CodDivisao;Divisao;CodGrupo;Grupo;CodClasse;Classe
2092403;2092-4/03;Fabricação de fósforos de segurança;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.92-4;Fabricação de explosivos
2093200;2093-2/00;Fabricação de aditivos de uso industrial;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.93-2;Fabricação de aditivos de uso industrial
2094100;2094-1/00;Fabricação de catalisadores;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.94-1;Fabricação de catalisadores
2099101;2099-1/01;Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.99-1;Fabricação de produtos químicos não especificados anteriormente
2099199;2099-1/99;Fabricação de outros produtos químicos não especificados anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.99-1;Fabricação de produtos químicos não especificados anteriormente
2110600;2110-6/00;Fabricação de produtos farmoquímicos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.1;Fabricação de produtos farmoquímicos;21.10-6;Fabricação de produtos farmoquímicos
2121101;2121-1/01;Fabricação de medicamentos alopáticos para uso humano;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.21-1;Fabricação de medicamentos para uso humano
2121102;2121-1/02;Fabricação de medicamentos homeopáticos para uso humano;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.21-1;Fabricação de medicamentos para uso humano
2121103;2121-1/03;Fabricação de medicamentos fitoterápicos para uso humano;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.21-1;Fabricação de medicamentos para uso humano
2122000;2122-0/00;Fabricação de medicamentos para uso veterinário;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.22-0;Fabricação de medicamentos para uso veterinário
2123800;2123-8/00;Fabricação de preparações farmacêuticas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.23-8;Fabricação de preparações farmacêuticas
2211100;2211-1/00;Fabricação de pneumáticos e de câmaras-de-ar;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.1;Fabricação de produtos de borracha;22.11-1;Fabricação de pneumáticos e de câmaras-de-ar
2212900;2212-9/00;Reforma de pneumáticos usados;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.1;Fabricação de produtos de borracha;22.12-9;Reforma de pneumáticos usados
2219600;2219-6/00;"Fabricação de artefatos de borracha não especificados 
anteriormente";A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.1;Fabricação de produtos de borracha;22.19-6;Fabricação de artefatos de borracha não especificados anteriormente
2221800;2221-8/00;Fabricação de laminados planos e tubulares de material plástico;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.21-8;Fabricação de laminados planos e tubulares de material plástico
2222600;2222-6/00;Fabricação de embalagens de material plástico;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.22-6;Fabricação de embalagens de material plástico
2223400;2223-4/00;Fabricação de tubos e acessórios de material plástico para uso na construção;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.23-4;Fabricação de tubos e acessórios de material plástico para uso na construção
2229301;2229-3/01;Fabricação de artefatos de material plástico para uso pessoal e doméstico;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.29-3;Fabricação de artefatos de material plástico não especificados anteriormente
2229302;2229-3/02;Fabricação de artefatos de material plástico para usos industriais;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.29-3;Fabricação de artefatos de material plástico não especificados anteriormente
2229303;2229-3/03;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.29-3;Fabricação de artefatos de material plástico não especificados anteriormente
2229399;2229-3/99;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.29-3;Fabricação de artefatos de material plástico não especificados anteriormente
2311700;2311-7/00;Fabricação de vidro plano e de segurança;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.1;Fabricação de vidro e de produtos do vidro;23.11-7;Fabricação de vidro plano e de segurança
2312500;2312-5/00;Fabricação de embalagens de vidro;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.1;Fabricação de vidro e de produtos do vidro;23.12-5;Fabricação de embalagens de vidro
2319200;2319-2/00;Fabricação de artigos de vidro;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.1;Fabricação de vidro e de produtos do vidro;23.19-2;Fabricação de artigos de vidro
2320600;2320-6/00;Fabricação de cimento;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.2;Fabricação de cimento;23.20-6;Fabricação de cimento
2330301;2330-3/01;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
2330302;2330-3/02;Fabricação de artefatos de cimento para uso na construção;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
2330303;2330-3/03;Fabricação de artefatos de fibrocimento para uso na construção;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
2330304;2330-3/04;Fabricação de casas pré-moldadas de concreto;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
2330305;2330-3/05;Preparação de massa de concreto e argamassa para construção;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
2330399;2330-3/99;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
2341900;2341-9/00;Fabricação de produtos cerâmicos refratários;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.41-9;Fabricação de produtos cerâmicos refratários
2342701;2342-7/01;Fabricação de azulejos e pisos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.42-7;Fabricação de produtos cerâmicos não refratários para uso estrutural na construção
2342702;2342-7/02;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.42-7;Fabricação de produtos cerâmicos não refratários para uso estrutural na construção
2349401;2349-4/01;Fabricação de material sanitário de cerâmica;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.49-4;Fabricação de produtos cerâmicos não refratários não especificados anteriormente
2349499;2349-4/99;Fabricação de produtos cerâmicos não refratários não especificados anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.49-4;Fabricação de produtos cerâmicos não refratários não especificados anteriormente
2391501;2391-5/01;Britamento de pedras, exceto associado à extração;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.91-5;Aparelhamento e outros trabalhos em pedras
2391502;2391-5/02;Aparelhamento de pedras para construção, exceto associado à extração;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.91-5;Aparelhamento e outros trabalhos em pedras
2391503;2391-5/03;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.91-5;Aparelhamento e outros trabalhos em pedras
2392300;2392-3/00;Fabricação de cal e gesso;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.92-3;Fabricação de cal e gesso
2399101;2399-1/01;Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.99-1;Fabricação de produtos de minerais não metálicos não especificados anteriormente
2399102;2399-1/02;Fabricação de abrasivos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.99-1;Fabricação de produtos de minerais não metálicos não especificados anteriormente
2399199;2399-1/99;Fabricação de outros produtos de minerais não metálicos não especificados anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.99-1;Fabricação de produtos de minerais não metálicos não especificados anteriormente
2411300;2411-3/00;Produção de ferro-gusa;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.1;Produção de ferro-gusa e de ferroligas;24.11-3;Produção de ferro-gusa
2412100;2412-1/00;Produção de ferroligas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.1;Produção de ferro-gusa e de ferroligas;24.12-1;Produção de ferroligas
2421100;2421-1/00;Produção de semiacabados de aço;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.2;Siderurgia;24.21-1;Produção de semiacabados de aço
2422901;2422-9/01;Produção de laminados planos de aço ao carbono, revestidos ou não;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.2;Siderurgia;24.22-9;Produção de laminados planos de aço
2422902;2422-9/02;Produção de laminados planos de aços especiais;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.2;Siderurgia;24.22-9;Produção de laminados planos de aço
2423701;2423-7/01;Produção de tubos de aço sem costura;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.2;Siderurgia;24.23-7;Produção de laminados longos de aço
2423702;2423-7/02;Produção de laminados longos de aço, exceto tubos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.2;Siderurgia;24.23-7;Produção de laminados longos de aço
2424501;2424-5/01;Produção de arames de aço;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.2;Siderurgia;24.24-5;Produção de relaminados, trefilados e perfilados de aço
2424502;2424-5/02;Produção de relaminados, trefilados e perfilados de aço, exceto arames;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.2;Siderurgia;24.24-5;Produção de relaminados, trefilados e perfilados de aço
2431800;2431-8/00;Produção de tubos de aço com costura;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.3;Produção de tubos de aço, exceto tubos sem costura;24.31-8;Produção de tubos de aço com costura
2439300;2439-3/00;Produção de outros tubos de ferro e aço;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.3;Produção de tubos de aço, exceto tubos sem costura;24.39-3;Produção de outros tubos de ferro e aço
2441501;2441-5/01;Produção de alumínio e suas ligas em formas primárias;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.41-5;Metalurgia do alumínio e suas ligas
2441502;2441-5/02;Produção de laminados de alumínio;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.41-5;Metalurgia do alumínio e suas ligas
2442300;2442-3/00;Metalurgia dos metais preciosos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.42-3;Metalurgia dos metais preciosos
2443100;2443-1/00;Metalurgia do cobre;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.43-1;Metalurgia do cobre
2449101;2449-1/01;Produção de zinco em formas primárias;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.49-1;Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente
2449102;2449-1/02;Produção de laminados de zinco;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.49-1;Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente
2449103;2449-1/03;Fabricação de ânodos para galvanoplastia;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.49-1;Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente
2449199;2449-1/99;Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.49-1;Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente
2451200;2451-2/00;Fundição de ferro e aço;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.5;Fundição;24.51-2;Fundição de ferro e aço
2452100;2452-1/00;Fundição de metais não ferrosos e suas ligas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;24;METALURGIA;24.5;Fundição;24.52-1;Fundição de metais não ferrosos e suas ligas
2511000;2511-0/00;Fabricação de estruturas metálicas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.1;"Fabricação de estruturas metálicas e obras de caldeiraria
pesada";25.11-0;Fabricação de estruturas metálicas
2512800;2512-8/00;Fabricação de esquadrias de metal;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.1;"Fabricação de estruturas metálicas e obras de caldeiraria
pesada";25.12-8;Fabricação de esquadrias de metal
2513600;2513-6/00;Fabricação de obras de caldeiraria pesada;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.1;"Fabricação de estruturas metálicas e obras de caldeiraria
pesada";25.13-6;Fabricação de obras de caldeiraria pesada
2521700;2521-7/00;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.2;Fabricação de tanques, reservatórios metálicos e caldeiras;25.21-7;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
2522500;2522-5/00;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.2;Fabricação de tanques, reservatórios metálicos e caldeiras;25.22-5;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos
2531401;2531-4/01;Produção de forjados de aço;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.31-4;Produção de forjados de aço e de metais não ferrosos e suas ligas
2531402;2531-4/02;Produção de forjados de metais não ferrosos e suas ligas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.31-4;Produção de forjados de aço e de metais não ferrosos e suas ligas
2532201;2532-2/01;Produção de artefatos estampados de metal;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.32-2;"Produção de artefatos estampados de metal; metalurgia do pó"
2532202;2532-2/02;Metalurgia do pó;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.32-2;"Produção de artefatos estampados de metal; metalurgia do pó"
2539001;2539-0/01;Serviços de usinagem, torneiria e solda;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.39-0;Serviços de usinagem, solda, tratamento e revestimento em metais
2539002;2539-0/02;Serviços de tratamento e revestimento em metais;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.39-0;Serviços de usinagem, solda, tratamento e revestimento em metais
2541100;2541-1/00;Fabricação de artigos de cutelaria;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.4;Fabricação de artigos de cutelaria, de serralheria e ferramentas;25.41-1;Fabricação de artigos de cutelaria
2542000;2542-0/00;Fabricação de artigos de serralheria, exceto esquadrias;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.4;Fabricação de artigos de cutelaria, de serralheria e ferramentas;25.42-0;Fabricação de artigos de serralheria, exceto esquadrias
2543800;2543-8/00;Fabricação de ferramentas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.4;Fabricação de artigos de cutelaria, de serralheria e ferramentas;25.43-8;Fabricação de ferramentas
2550101;2550-1/01;Fabricação de equipamento bélico pesado, exceto veículos militares de combate;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.5;Fabricação de equipamento bélico pesado, armas e munições;25.50-1;Fabricação de equipamento bélico pesado, armas de fogo e munições
2550102;2550-1/02;Fabricação de armas de fogo, outras armas e munições;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.5;Fabricação de equipamento bélico pesado, armas e munições;25.50-1;Fabricação de equipamento bélico pesado, armas de fogo e munições
2591800;2591-8/00;Fabricação de embalagens metálicas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.9;Fabricação de produtos de metal não especificados anteriormente;25.91-8;Fabricação de embalagens metálicas
