CodigoInt;Codigo;Cnae;CodSecao;Secao;CodDivisao;Divisao;CodGrupo;Grupo;CodClasse;Classe
0111301;0111-3/01;Cultivo de arroz;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais
0111302;0111-3/02;Cultivo de milho;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais
0111303;0111-3/03;Cultivo de trigo;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais
0111399;0111-3/99;Cultivo de outros cereais não especificados anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais
0112101;0112-1/01;Cultivo de algodão herbáceo;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.12-1;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária
0112102;0112-1/02;Cultivo de juta;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.12-1;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária
0112199;0112-1/99;Cultivo de outras fibras de lavoura temporária não especificadas anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.12-1;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária
0113000;0113-0/00;Cultivo de cana-de-açúcar;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.13-0;Cultivo de cana-de-açúcar
0114800;0114-8/00;Cultivo de fumo;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.14-8;Cultivo de fumo
0115600;0115-6/00;Cultivo de soja;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.15-6;Cultivo de soja
0116401;0116-4/01;Cultivo de amendoim;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária, exceto soja
0116402;0116-4/02;Cultivo de girassol;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária, exceto soja
0116403;0116-4/03;Cultivo de mamona;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária, exceto soja
0116499;0116-4/99;Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária, exceto soja
0119901;0119-9/01;Cultivo de abacaxi;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119902;0119-9/02;Cultivo de alho;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119903;0119-9/03;Cultivo de batata-inglesa;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119904;0119-9/04;Cultivo de cebola;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119905;0119-9/05;Cultivo de feijão;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119906;0119-9/06;Cultivo de mandioca;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119907;0119-9/07;Cultivo de melão;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119908;0119-9/08;Cultivo de melancia;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119909;0119-9/09;Cultivo de tomate rasteiro;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0119999;0119-9/99;Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente
0121101;0121-1/01;Horticultura, exceto morango;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.21-1;Horticultura
0121102;0121-1/02;Cultivo de morango;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.21-1;Horticultura
0122900;0122-9/00;Cultivo de flores e plantas ornamentais;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.22-9;Cultivo de flores e plantas ornamentais
0131800;0131-8/00;Cultivo de laranja;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.31-8;Cultivo de laranja
0132600;0132-6/00;Cultivo de uva;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.32-6;Cultivo de uva
0133401;0133-4/01;Cultivo de açaí;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133402;0133-4/02;Cultivo de banana;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133403;0133-4/03;Cultivo de caju;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133404;0133-4/04;Cultivo de cítricos, exceto laranja;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133405;0133-4/05;Cultivo de coco-da-baía;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133406;0133-4/06;Cultivo de guaraná;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133407;0133-4/07;Cultivo de maçã;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133408;0133-4/08;Cultivo de mamão;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133409;0133-4/09;Cultivo de maracujá;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133410;0133-4/10;Cultivo de manga;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133411;0133-4/11;Cultivo de pêssego;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0133499;0133-4/99;Cultivo de frutas de lavoura permanente não especificadas anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva
0134200;0134-2/00;Cultivo de café;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.34-2;Cultivo de café
0135100;0135-1/00;Cultivo de cacau;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.35-1;Cultivo de cacau
0139301;0139-3/01;Cultivo de chá-da-índia;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente
0139302;0139-3/02;Cultivo de erva-mate;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente
0139303;0139-3/03;Cultivo de pimenta-do-reino;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente
0139304;0139-3/04;Cultivo de plantas para condimento, exceto pimenta-do-reino;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente
0139305;0139-3/05;Cultivo de dendê;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente
0139306;0139-3/06;Cultivo de seringueira;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente
0139399;0139-3/99;Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente
0141501;0141-5/01;Produção de sementes certificadas, exceto de forrageiras para pasto;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.41-5;Produção de sementes certificadas
0141502;0141-5/02;Produção de sementes certificadas de forrageiras para formação de pasto;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.41-5;Produção de sementes certificadas
0142300;0142-3/00;Produção de mudas e outras formas de propagação vegetal, certificadas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.42-3;Produção de mudas e outras formas de propagação vegetal, certificadas
0151201;0151-2/01;Criação de bovinos para corte;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.51-2;Criação de bovinos
0151202;0151-2/02;Criação de bovinos para leite;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.51-2;Criação de bovinos
0151203;0151-2/03;Criação de bovinos, exceto para corte e leite;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.51-2;Criação de bovinos
0152101;0152-1/01;Criação de bufalinos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.52-1;Criação de outros animais de grande porte
0152102;0152-1/02;Criação de equinos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.52-1;Criação de outros animais de grande porte
0152103;0152-1/03;Criação de asininos e muares;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.52-1;Criação de outros animais de grande porte
0153901;0153-9/01;Criação de caprinos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.53-9;Criação de caprinos e ovinos
0153902;0153-9/02;Criação de ovinos, inclusive para produção de lã;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.53-9;Criação de caprinos e ovinos
0154700;0154-7/00;Criação de suínos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.54-7;Criação de suínos
0155501;0155-5/01;Criação de frangos para corte;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves
0155502;0155-5/02;Produção de pintos de um dia;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves
0155503;0155-5/03;Criação de outros galináceos, exceto para corte;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves
0155504;0155-5/04;Criação de aves, exceto galináceos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves
0155505;0155-5/05;Produção de ovos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves
0159801;0159-8/01;Apicultura;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente
0159802;0159-8/02;Criação de animais de estimação;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente
0159803;0159-8/03;Criação de escargô;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente
0159804;0159-8/04;Criação de bicho-da-seda;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente
0159899;0159-8/99;Criação de outros animais não especificados anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente
0161001;0161-0/01;Serviço de pulverização e controle de pragas agrícolas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.61-0;Atividades de apoio à agricultura
0161002;0161-0/02;Serviço de poda de árvores para lavouras;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.61-0;Atividades de apoio à agricultura
0161003;0161-0/03;Serviço de preparação de terreno, cultivo e colheita;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.61-0;Atividades de apoio à agricultura
0161099;0161-0/99;Atividades de apoio à agricultura não especificadas anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.61-0;Atividades de apoio à agricultura
0162801;0162-8/01;Serviço de inseminação artificial em animais;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.62-8;Atividades de apoio à pecuária
0162802;0162-8/02;Serviço de tosquiamento de ovinos;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.62-8;Atividades de apoio à pecuária
0162803;0162-8/03;Serviço de manejo de animais;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.62-8;Atividades de apoio à pecuária
0162899;0162-8/99;Atividades de apoio à pecuária não especificadas anteriormente;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.62-8;Atividades de apoio à pecuária
0163600;0163-6/00;Atividades de pós-colheita;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.63-6;Atividades de pós-colheita
0170900;0170-9/00;Caça e serviços relacionados;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;1;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.7;Caça e serviços relacionados;01.70-9;Caça e serviços relacionados
0210101;0210-1/01;Cultivo de eucalipto;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
0210102;0210-1/02;Cultivo de acácia-negra;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
0210103;0210-1/03;Cultivo de pinus;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
0210104;0210-1/04;Cultivo de teca;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
0210105;0210-1/05;Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
0210106;0210-1/06;Cultivo de mudas em viveiros florestais;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
0210107;0210-1/07;Extração de madeira em florestas plantadas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
0210108;0210-1/08;Produção de carvão vegetal - florestas plantadas;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;2;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas
